name;fraktion;link;bundesland;wknr;wkname;beruf;biographie;instagram;facebook;homepage;tiktok;youtube;x
Albani, Stephan;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/A/albani_stephan-857088;Niedersachsen;27;Oldenburg – Ammerland;Diplom-Physiker;"Geboren am 3. Juni 1968 in Göttingen; evangelisch-lutherisch; verheiratet; drei Kinder.

    


    
    

        1987 Abitur in Norderstedt; 1989 bis 1994 Studium der Physik in Göttingen; Diplom-Physiker.1996 bis 2018 geschäftsführender Gesellschafter der Hörzentrum GmbH Oldenburg; 2001 bis 2018 Geschäftsführer der HörTech gGmbH Oldenburg; 2007 bis 2018 geschäftsführender Vorstand des Clusters “Auditory Valley”, Hannover/Oldenburg; 2008 bis 2013 Prokurist des Medizinischen Versorgungszentrums am Evangelischen Krankenhaus Oldenburg gmbH; 2010 bis 2013 Mitglied im Beirat der Niedersächsischen Landesinitiative “LifeSciences“ des Niedersächsischen Wirtschaftsministeriums in Hannover; 2012 bis 2018 Leitung des Translational Research Center (TRC) im Rahmen des Exzellenzclusters „Hearing4All“; seit 2015 Co-Vorsitzender des „European TB Caucus“, Parlamentarier-Netzwerk zur Bekämpfung von Tuberkulose; seit 2018 Beisitzer im Bundesvorstand MIT - Mittelstands- und Wirtschaftsunion. Seit 2013 Mitglied des Deutschen Bundestages; 2016 bis 2017 Vorsitzender der Deutsch-Südosteuropäischen Parlamentariergruppe (Albanien, Kosovo, Mazedonien, Montenegro und Serbien) des Deutschen Bundestages; 2017 bis 2021 Vorsitzender der Deutsch-Irischen-Parlamentariergruppe; seit 2021 ordentliches Mitglied im parlamentarischen Begleitgremium Covid-19-Pandemie (Unterausschuss Corona).  [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;https://www.facebook.com/StephanAlbaniMdB;http://www.stephan-albani.de/;;;
Alt, Renata;FDP;https://www.bundestag.de/abgeordnete/biografien/A/alt_renata-857098;Baden-Württemberg;262;Nürtingen;Diplom-Ingenieurin Chemie;"Geboren am 27. August 1965 in Skalica; konfessionslos; verheiratet.

    


    
    

        1983 Abitur; 1983 bis 1987 Diplom-Ingenieur-Studium an der Slowakischen Technischen Universität in Bratislava, Slowakei, Chemotechnische Fakultät, Fachausrichtung Lebensmittelchemie und Biotechnologie; 1994 Anerkennung vom Ministerium für Wissenschaft und Forschung Baden-Württemberg in Stuttgart.1987 bis 1991 Technopol AG, Bratislava, Außenhandel im Bereich der Maschinen- und Lebensmittelindustrie; 1991 Außenhandelsministerium in Prag, Tschechien, Abteilung Europa und EWG (EU); 1992 Wirtschaftsattaché im Generalkonsulat der Tschechoslowakischen Republik in München; 1993 Wirtschaftsattaché im Generalkonsulat der Slowakischen Republik in München; seit 1994 Consulting im Bereich Außenhandel/Außenbeziehungen; seit 1997 wissenschaftliche Beraterin im Bereich Lebensmittelchemie und Biochemie.Kuratoriumsmitglied der Stiftung „Erinnerung, Verantwortung und Zukunft, Mitglied im Beirat der Expertenkommission “Erinnerungsort für polnische NS-Opfer„, Mitglied der Mitgliederversammlung des Instituts für Auslandsbeziehungen und Mitglied des Deutsch-Tschechischen Gesprächsforums. 2009 Eintritt in die FDP; Vorsitzende des FDP-Landesfachausschusses Internationale Politik in Baden-Württemberg; Vizevorsitzende der FDP-Vorfeldorganisation Liberale Frauen Baden-Württemberg; Delegierte für den FDP-Bundesparteitag und Landesparteitag FDP-BW; Mitglied der Europaunion; Dezember 2016 bis Mai 2022 Stadträtin für die Fraktion FDP/KiBü im Gemeinderat von Kirchheim unter Teck und vom Mai 2019 bis zu ihrem Ausscheiden aus dem Gemeinderat auch Vorsitzende ihrer Fraktion.Seit Oktober 2017 Mitglied des Deutschen Bundestages.  [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/renataalt_mdb;https://www.facebook.com/AltRenata/;https://www.renata-alt.de/;;;https://twitter.com/RenataAlt_MdB
Altenkamp, Norbert Maria;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/A/altenkamp_norbert-857102;Hessen;181;Main-Taunus;Diplom-Volkswirt;"Geboren am 27. Juli 1972 in Marl; römisch-katholisch; verheiratet; zwei Kinder.

    


    
    

        Abitur an der Höheren Handelsschule; Bankausbildung bei der Dresdner Bank AG; anschließend Studium der Volkswirtschaftslehre an der Westfälischen Wilhelms Universität in Münster, Abschluss Diplom-Volkswirt.Fraktionsreferent der CDU-Kreistagsfraktion im Kreis Recklinghausen; danach Fachreferent für Wirtschafts- und Strukturpolitik im Büro des Landrats des Kreises Recklinghausen.2003 Wahl zum hauptamtlichen Bürgermeister der Stadt Bad Soden am Taunus; zwei weitere Direktwahlen; Mitglied des Kreistages Main-Taunus; Vorsitzender des Haupt- und Finanzausschusses; Mitglied Verwaltungsrat der Taunus Sparkasse. Seit Oktober 2017 Mitglied des Bundestages. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/norbert.altenkamp/;https://www.facebook.com/AltenkampMdB/;http://www.norbert-altenkamp.de/;;https://www.youtube.com/channel/UCb383hLVbcU0_aqtcvV25mA;https://twitter.com/NAltenkamp
Amthor, Philipp;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/A/amthor_philipp-857086;Mecklenburg-Vorpommern;16;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;Jurist;"Geboren am 10. November 1992 in Ueckermünde; römisch-katholisch; ledig.

    


    
    

        10. November 1992 in Ueckermünde; römisch-katholisch. Persönliches:2011 Abitur am Greifen-Gymnasium Ueckermünde. 2012/2017 Studium der Rechtswissenschaften an der Ernst-Moritz-Arndt Universität Greifswald (Studienabschluss mit Prädikat), Stipendiat der Konrad-Adenauer-Stiftung; Mitarbeiter verschiedener Abgeordneter des Deutschen Bundestages und des Landtages Mecklenburg-Vorpommern. 2017 wissenschaftlicher Mitarbeiter an der Ernst-Moritz-Arndt-Universität Greifswald und Mitarbeiter einer Wirtschaftskanzlei in Berlin. 2017 Doktorand der Rechtswissenschaften. Parlament:Seit Oktober 2017 Mitglied des Deutschen Bundestages. Mitglied im Innenausschuss, stellvertretendes Mitglied im Rechtsausschuss und im Geschäftsordnungsausschuss. Ämter in der CDU/CSU-Bundestagsfraktion: Seit 2021 Fachsprecher für Staatsorganisation und Staatsmodernisierung, Vorsitzender der Landesgruppe Mecklenburg-Vorpommern, Mitglied des Fraktionsvorstandes. Partei:Seit 2008 Mitglied der CDU. Junge Union: 2012/2018 Kreisvorsitzender der Jungen Union Vorpommern-Greifswald; 2018/2022 Bundesschatzmeister der Jungen Union Deutschlands. CDU Mecklenburg-Vorpommern: 2017/2022 Vorsitzender des CDU-Stadtverbandes Ueckermünde; seit 2022 Vorsitzender des CDU-Kreisverbandes Vorpommern-Greifswald; seit 2024 Generalsekretär des CDU-Landesverbandes Mecklenburg-Vorpommern. CDU-Bundesverband: 2021/2024 Mitglied der CDU-Grundsatzprogrammkommission; seit 2024 Mitglied des Bundesvorstandes und Mitgliederbeauftragter der CDU Deutschlands. Ehrenämter (Auswahl):Mitglied des Kreistages Vorpommern-Greifswald, Dreikönigsverein Neubrandenburg e.V., Tierpark Ueckermünde e.V., Förderverein Schloss und Gutshofanlagen Ludwigsburg e.V. (Vorpommern), Landesjagdverband Mecklenburg-Vorpommern e.V., Verwaltungsrat der Sparkasse Uecker-Randow, Atlantik-Brücke e.V. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/philipp.amthor;https://www.facebook.com/amthor.philipp/;https://www.philipp-amthor.de/;;;
Amtsberg, Luise;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/A/amtsberg_luise-857104;Schleswig-Holstein;5;Kiel;Islamwissenschaftlerin;"Geboren am 17. Oktober 1984 in Greifswald; verheiratet; ein Kind.

    


    
    

        2004 bis 2013 Magisterstudium der Islamwissenschaft, Politikwissenschaft und evangelischen Theologie an der Christian-Albrechts-Universität zu Kiel.2009 bis 2012 Abgeordnete des schleswig-holsteinischen Landtages. 2012 bis 2013 Vorsitzende von Bündnis 90/Die Grünen in Kiel.Seit 2013 Mitglied des Bundestages.Seit Januar 2022 Beauftragte der Bundesregierung für Menschenrechtspolitik und humanitäre Hilfe[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/amtsbergluise/?hl=de;https://de-de.facebook.com/LuiseAmtsberg/;https://www.luise-amtsberg.de/;;;
Andres, Dagmar;SPD;https://www.bundestag.de/abgeordnete/biografien/A/andres_dagmar-860980;Nordrhein-Westfalen;92;Euskirchen – Rhein-Erft-Kreis II;Referentin;"Geboren am 3. Dezember 1969 in Köln; römisch-katholisch; zwei Kinder.

    


    
    

        1992 bis 1995 Berufsausbildung Steuerfachangestellte; 1995 bis 1996 Berufstätigkeit Steuerbüro/Wirtschaftsprüfer, parallel Fachhochschulreife auf zweitem Bildungsweg; 1996 bis 1999 berufsbegleitendes Studium mit Abschluss „Betriebswirtin Fachrichtung Steuerwesen“; 1998 bis 1999 berufsbegleitender Lehrgang Bilanzbuchhalterin mit Abschluss „geprüfte Bilanzbuchhalterin (IHK)“; 1995 bis 2012 Berufstätigkeit Steuerbüro/Wirtschaftsprüfer; 2012 bis 2017 Landtagsabgeordnete NRW; 2017 bis 2019 Amtsleitung Kämmerei und Steueramt; 2019 bis 2021 Projektentwicklung und Projektmanagement freier Kitaträger mit bilingualer Ausrichtung; 2021 Referentin öffentlich-rechtliches Bankeninstitut (Europaangelegenheiten, Politik und Verbände).1986 Eintritt in SPD, diverse Vorstandspositionen im OV Schleiden; 2009 bis 2018 Stadtverordnete Erftstadt; 2012 bis 2017 Landtagsabgeordnete NRW; 2013 bis 2019 stellvertretende Vorsitzende des KV Rhein-Erft SPD und 2019 bis 2022 Vorsitzende; 2014 bis 2022 Mitglied des Kreistages im Rhein-Erft-Kreis, dort finanzpolitische Sprecherin der SPD-Fraktion und 2020 bis 2022 stellvertretende Fraktionsvorsitzende; 2016 bis 2021 diverse Vorstandspositionen im OV Erftstadt; 2018 bis 2023 Mitglied im Vorstand und Präsidium der NRWSPD.Mitgliedschaften: Hermann-Gmeiner-Fonds (SOS-Kinderdörfer); Verein Lebenshilfe Brühl, Erftstadt, Wesseling e. V.; AWO e. V.; Sonderspaß e.V.; Brühl euer-VfK e. V.; diverse regionale (Förder-)Vereine. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/dagmar.andres/?hl=de;https://www.facebook.com/DagmarAndresSPD;https://www.dagmar-andres.de/;;;https://twitter.com/DagmarAndres
Annen, Niels;SPD;https://www.bundestag.de/abgeordnete/biografien/A/annen_niels-857106;Hamburg;20;Hamburg-Eimsbüttel;Historiker, Politikwissenschaftler (M.I.P.P.);"Geboren am 6. April 1973 in Hamburg; evangelisch; verheiratet.

    


    
    

        1992 Abitur an der Peter-Petersen-Schule, Hamburg; 1993 bis 1994 Zivildienst, Landesjugendring Hamburg; 1994 Beginn des Studiums an der Universität Hamburg, Geschichte, Lateinamerikastudien; 1997 bis 1998 Universität Complutense, Madrid, Spanien; 2001 bis 2004 Bundesvors. der Jungsozialistinnen und Jungsozialisten in der SPD; 2010 Bachelor of Arts, Geschichte und Spanisch, Humboldt Universität, Berlin; 2010 bis 2011 Senior Resident Fellow, German Marshall Fund, Washington D.C., USA; 2011 Master of International Public Policy, Johns Hopkins University, Washington D.C., USA[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/nielsannen/;https://www.facebook.com/nielsannen;https://www.nielsannen.de/;;;https://twitter.com/NielsAnnen
Arlt, Johannes;SPD;https://www.bundestag.de/abgeordnete/biografien/A/arlt_johannes-860828;Mecklenburg-Vorpommern;17;Mecklenburgische Seenplatte II – Landkreis Rostock III;Berufsoffizier;"Geboren am 23. April 1984 in Berlin; evangelisch-lutherisch; verheiratet.

    


    
    

        Berufsoffizier der Luftwaffe, mit dem Schwerpunkt Operation unbemannter Luftfahrzeuge (RPAS MALE). Habe neben der Tätigkeit in der Bundeswehr ein Unternehmen (GmbH, 10 MA) aufgebaut und 10 Jahre als Geschäftsführer Sales and Operations geführt. Erfahrungen in Leadership (u.a. Führung einer Support & Logistic Unit mit 280 Soldaten und MA) strategischer Kommunikation und der Arbeit in und mit internationalen Beziehungen. Teilnahme an sieben Auslandseinsätzen in Afghanistan und Mali. 2019 bis 2021 Teilnahme an höherer Management-Ausbildung an der Swedish Defence University in Stockholm, Abschluss mit Auszeichnung des Königshauses. Mitglied der SPD seit 06/2000.Studienabschlüsse:Staats- und Sozialwissenschaften; Uni Bw München, 2009 Erworbener akademischer Titel: Diplom-Staatswissenschaftler (univ.) Högre officersprogrammet (Masterprogramm in War Science, 142, 5 ECTS-Punkte), Swedish Defence University, Erworbener Akademischer Titel: M.Sc.Sprachkenntnisse:Englisch und Schwedisch verhandlungssicher, Dänisch und Französisch Grundkenntnisse.Mitgliedschaften:SPD, Heimatverband MV, Semper talis Bund e.V., Rotary [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/johannes_arlt/?hl=de;https://www.facebook.com/arltjohannes;https://johannesarlt-mv.de/;;;http://twitter.com/arlt_johannes
Aschenberg-Dugnus, Christine;FDP;https://www.bundestag.de/abgeordnete/biografien/A/aschenberg_dugnus_christine-857094;Schleswig-Holstein;4;Rendsburg-Eckernförde;Rechtsanwältin;"Geboren am 22. September 1959 in Eppstein/Ts.; verheiratet; ein Kind.

    


    
    

        1978 Abitur an der Herderschule Kassel; 1978 bis 1979 Studium der Wirtschaftswissenschaften an der Gesamthochschule Kassel; 1979 bis 1985 Studium der Rechtswissenschaften an der Philipps-Universität Marburg; 1986 Erstes Juristisches Staatsexamen; 1989 Zweites Juristisches Staatsexamen; 1992 bis 2001 Geschäftsführerin des Graduiertenkollegs „Nationales und Internationales Umweltrecht“ am Institut für Umweltschutz-, Wirtschafts- und Steuerstrafrecht der Christian-Albrechts-Universität zu Kiel; Seit 2001 Rechtsanwältin in eigener Kanzlei;2009 bis 2013 Wahl in den Deutschen Bundestag als Abgeordnete über die Landesliste Schleswig-Holstein, Mitglied im Ausschuss für Gesundheit; 2011 bis 2013 Pflegepolitische Sprecherin der FDP-Bundestagsfraktion; Seit 2017 erneut Mitglied des Deutschen Bundestages; In der 19. WP Mitglied im Ausschuss für Gesundheit als gesundheitspolitische Sprecherin der FDP-Bundestagsfraktion; Mitglied der Deutschen Parlamentarischen Gesellschaft; Mitglied der Deutsch-Französischen Parlamentariergruppe; stellvertretendes Mitglied im Verteidigungsausschuss; stellvertretendes Mitglied für die Parlamentarische Versammlung der NATO (NATO PV);Seit 1997 Mitglied der FDP; 1998 bis 2008 Gemeindevertreterin in Strande; 2001 bis 2009 Vorsitzende des FDP-Kreisverbandes Rendsburg-Eckernförde; 2003 bis 2009 Fraktionsvorsitzende der FDP-Kreistagsfraktion Rendsburg-Eckernförde; Seit 2003 Vorsitzende des Landesfachausschusses Gesundheitspolitik Schleswig-Holstein; 2014 bis 2018 Stellvertretende Vorsitzende, ab Mai 2018 Vorsitzende des Bundesfachausschusses Gesundheitspolitik der FDP.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/aschenbergdugnus/?hl=de;https://www.facebook.com/AschenbergDugnusMdB/;https://caschenbergdugnus.abgeordnete.fdpbt.de/;;;https://twitter.com/cad59?lang=de
Audretsch, Andreas;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/A/audretsch_andreas-860496;Berlin;82;Berlin-Neukölln;Sozialwissenschaftler;"Geboren am 25. Juni 1984 in Stuttgart.

    


    
    

        2004 bis 2008 Studium an der Universität Münster, der Freien Universität Berlin und der Universität Potsdam; 2008 bis 2010 Promotion zum Dr. rer. pol. an der Universität Potsdam; 2007 bis 2015 Arbeit als Hörfunkjournalist (2009 bis 2015 nebenberuflich), u.a. für Deutschlandradio und ARD-Hörfunk.2009 bis 2015 Referent im Deutschen Bundestag; 2015 bis 2021 Pressesprecher bzw. Kommunikation für verschiedene Bundesministerien und das Bundespräsidialamt.Seit 2011 Mitglied bei Bündnis 90/Die Grünen; seit 2012 Mitglied bei ver.di; 2013 bis 2016 Mitglied im Vorstand bzw. Sprecher des Vorstandes von Bündnis 90/Die Grünen Neukölln; 2016 bis 2021 Mitglied des Landesvorstandes von Bündnis 90/Die Grünen Berlin; seit 2017 Policy Fellow im Think Tank „Das Progressive Zentrum“; seit 2022 Stellvertretender Fraktionsvorsitzender, Fraktion B90/Die Grünen für die Themen Finanzen, Haushalt, Wirtschaft, Arbeit und Soziales.Seit 2021 Mitglied des Deutschen Bundestages.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.Andreas Audretsch hat am 11. Februar 2024 bei der Wiederholungswahl in Berlin das Mandat erneut gewonnen.]";https://www.instagram.com/andreasaudretsch;;https://www.andreasaudretsch.de/;;;https://twitter.com/anaudretsch
Auernhammer, Artur;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/A/auernhammer_artur-857084;Bayern;241;Ansbach;Landwirtschaftsmeister, staatlich geprüfter Landwirt;"Geboren am 9. März 1963 in Oberhochstatt, Stadt Weißenburg; evangelisch-lutherisch.Berufsfach- und Berufsaufbauschule für Landwirtschaft in Ansbach; Landwirtschaftliche Lehre; Landwirtschaftliche Fachschule in Weißenburg;Höhere Landbauschule Triersdorf; Studienkurs „Landwirtschaft und Interessenvertretung“ an der Deutschen Landjugendakademie in Bonn–Röttgen;1995 Übernahme des elterlichen Bauernhofes;1988 bis 2017 Mitglied im Kreisvorstand, 2002 bis 2016 Ortsobmann, des Bayerischen Bauernverbands (BBV); bis zum Eintritt in den 18. Deutschen Bundestag: ehrenamtlicher Richter am Bayerischen Verwaltungsgerichtshof (Flurbereinigungsgericht);2012 bis 2016 ehrenamtlicher Richter am Oberlandesgericht Nürnberg (Landwirtschaftssenat).1994 Eintritt in die CSU; seit 1998 Delegierter für Parteitag und Parteiausschuss der CSU.1993 Eintritt in die AGL - Arbeitsgemeinschaft Landwirtschaft der CSU;1998 bis 2013 Bezirksvorsitzender der Arbeitsgemeinschaft Landwirtschaft in Mittelfranken; stellvertretender Landesvorsitzender der AGL;2011 Gründungsmitglied und bis 2017 stellvertretender Landesvorsitzender desArbeitskreises Energiewende (AKE) der CSU.Seit 1996 Mitglied des Kreistags Weißenburg-Gunzenhausen, seit 2002 Mitglied des Stadtrates Weißenburg.Mitglied u.a. AG Kommunalpolitik der CDU/CSU-Bundestagsfraktion; Gesprächskreis Landwirtschaft der CDU/CSU-Bundestagsfraktion; Gesprächskreis Jagd, Fischerei und Natur der CDU/CSU-Bundestagsfraktion.Mitglied des Bundestages 2004 bis 2005 und seit 2013.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/arturauernhammer/;https://www.facebook.com/AuernhammerMdB/;https://www.artur-auernhammer.de/;;;
Aumer, Peter;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/A/aumer_peter-857090;Bayern;233;Regensburg;Diplom-Betriebswirt (FH);"Geboren am 17. April 1976 in Regensburg; römisch-katholisch;Ausbildung zum Steuerfachgehilfen, Fachoberschule Regensburg; Studium der Betriebswirtschaftslehre, Fachhochschule Regensburg; berufsbegleitendes Masterstudium, Hochschule Weihenstephan mit den Abschlüssen Diplom-Betriebswirt (FH) und MBA.Berufliche Tätigkeit in der Steuerberatung und Wirtschaftsprüfung sowie bei einem Energieversorgungsunternehmen. Mitglied und ehrenamtliches Engagement in zahlreichen Vereinen in Stadt und Landkreis Regensburg.1996 Eintritt in die CSU und Junge Union. 1998 bis 2009 Ortsvorsitzender Junge Union Regenstauf. 2000 bis 2011 Ortsvorsitzender CSU Ramspau. Seit 2011 CSU-Kreisvorsitzender Regensburg-Land. Seit 2009 Mitglied im CSU Bezirksvorstand Oberpfalz.2002 bis 2014 und ab 2020 Marktgemeinderat in Regenstauf. 2008 bis 2010 3. Bürgermeister und Jugendbeauftragter Markt Regenstauf. Seit 2002 Kreisrat des Landkreises Regensburg, von 2013 bis 2017 als CSU-Fraktionsvorsitzender. Mitglied des Bundestages 2009 bis 2013 und seit 2017. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/pete_aum;https://www.facebook.com/PeAumer/;https://peteraumer.de/;;;
Außendorf, Maik;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/A/aussendorf_maik-860932;Nordrhein-Westfalen;100;Rheinisch-Bergischer Kreis;IT-Unternehmer;"Geboren am 17. August 1971 in Hiltrup (jetzt Münster); verheiratet; zwei Kinder.

    


    
    

        Nach dem Abitur 1991 Zivildienst in der Schwerstbehinderten-Selbsthilfe in Kehl am Rhein. 1992 bis 1998 Studium der Mathematik und Informatik in Münster, Diplom-Arbeit über Künstliche Neuronale Netzwerke (KI). Erste berufliche Station bei Siemens in Kolumbien, ab 1999 im Rheinland als Consultant und Niederlassungsleiter bei der Suse Linux AG. Ab 2004 Mit-Gründer und Geschäftsführer zweier IT-Beratungs- und Software Firmen im Open-Source-Umfeld. Seit 2009 Mitglied bei Bündnis 90/Die Grünen, 2014 bis 2021 Stadtratsmitglied in Bergisch Gladbach und Sprecher der Stadtratsfraktion für Verkehr, Wirtschaft und Finanzen, ab 2020 auch Co-Fraktionsvorsitzender. Seit 2014 Mitglied im Vorstand des Bezirksverbands Mittelrhein. 2019 bis 2021 Sprecher des Kreisverbands Rhein-Berg. Bundestags-Kandidaturen in 2013, 2017 und 2021. 2021 erfolgreich in den Bundestag eingezogen. Seit Dezember 2021 Sprecher für Digitalpolitik der Bundestagsfraktion.Mitgliedschaften: Allgemeiner Deutscher Fahrrad-Club e.V (ADFC), Bund für Umwelt und Naturschutz e. V. (BUND), Deutscher Alpenverein e. V. Sektion Rheinland-Köln (DAV), Kölner Eis-Klub e.V., Ski-Club Girkhausen e. V. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/maikaussendorf/;https://www.facebook.com/Maik-Auendorf-108607258028382;https://maik-aussendorf.de/;;;https://twitter.com/maik_aussendorf
Bacherle, Tobias B.;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/B/bacherle_tobias-860138;Baden-Württemberg;260;Böblingen;Politikwissenschaftler;"Geboren am 18. Oktober 1994 in Herrenberg.Abitur am Gymnasium in den Pfarrwiesen Sindelfingen; Studium der Politikwissenschaft, zunächst mit dem Nebenfach Sprachen, Geschichte und Kulturen des Nahen Osten, später Medienwissenschaft, an der Universität Tübingen. Abschluss: BA Politikwissenschaften.2019 bis 2021 politischer Berater und örtlicher parlamentarischer Assistent für ein Mitglied des Europäischen Parlaments; 2014 als jüngstes Mitglied in den Sindelfinger Gemeinderat gewählt; Juli 2019 bis Dezember 2021 Vorsitzender der dortigen Fraktion von Bündnis 90/Die Grünen.Mitbegründer des dit is schade e. V. zur Förderung lokaler Sub- und Popkultur in Sindelfingen.Mitglied Institut für Auslandsbeziehungen e. V.Mitglied Kuratorium „Experiment e.V.“[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://instagram.com/tbbacherle;https://facebook.com/tbbacherle;https://tbbacherle.eu/;;;https://twitter.com/tbbacherle
Bachmann, Carolin;AfD;https://www.bundestag.de/abgeordnete/biografien/B/bachmann_carolin-863318;Sachsen;161;Mittelsachsen;Investmentfondskauffrau;"Geboren am 3. September 1988 in Freiberg/Sachsen; ledig; ein Kind.

    


    
    

        Ausbildung (Investmentfondskauffrau) bei einer Investmentbank in Frankfurt am Main; Studium der Betriebswirtschaftslehre (Bachelor of Arts (B.A.)).Tätig als Kundenbetreuerin bei einer großen Kapitalverwaltungsgesellschaft und im institutionellen Großkundenvertrieb; Inhousconsulting und Organisationsentwicklung; Finanzierung und Vertrieb bei mittelständischem Unternehmen.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;https://www.facebook.com/CarolinBachmannAfD;https://www.carolinbachmann.de/;;;
Badum, Lisa;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/B/badum_lisa-857148;Bayern;236;Bamberg;Politikwissenschaftlerin;"Geboren am 2. Oktober 1983 in Forchheim; römisch-katholisch; ledig.

    


    
    

        2003 bis 2010 Studium der Politikwissenschaft an der Universität Bamberg; 2005 bis 2006 studentische Senatorin an der Universität Bamberg; 2006 bis 2007 Auslandsstudium in Thessaloniki;2009 Listen- und Direktkandidatin für den Deutschen Bundestag (Platz 15); 2010 bis 2013 wissenschaftliche Mitarbeiterin im Wahlkreisbüro von MdB Uwe Kekeritz in Fürth; 2012 bis 2017 Mitarbeiterin in der Abteilung Bürgerenergie, NATURSTROM AG; 2013 Listenkandidatin für den Deutschen Bundestag (Platz 13); seit 2014 Mitglied Vorstand Bürgerenergie Bayern; 2014 bis 2018 Sprecherin Landesarbeitskreis Frauen; 2016 bis 2018 Sprecherin Bezirk Oberfranken; 2016 bis 2018 Sprecherin Landesarbeitskreis Energie; 2017 bis 2021 Bundestagsabgeordnete Bündnis 90/Die Grünen Sprecherin für Klimapolitik in der grünen Bundestagsfraktion; Ordentliches Mitglied im Ausschuss für Umwelt, Naturschutz, Bau und Reaktorsicherheit; Stellvertretendes Mitglied im Ausschuss für Wirtschaft und Energie; seit 2021 Präsidentin der Vereinigung der Deutsch-Griechischen Gesellschaften.2021 Wiederwahl in den Bundestag (Platz 9 der bayerischen Landesliste der Grünen). [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/badumlisa/?hl=de;https://www.facebook.com/BadumLisa/;https://www.lisa-badum.de/;;;https://twitter.com/BadumLisa
